name,url,address,local,rating,reviews_count,stars,price,latitude,longitude,distance_to_local,source,date_updated,name_upper,rating_text,region_name,distance_to_shore,count_rooms,count_photo
База отдыха Лада,https://mirturbaz.ru/russia/irkutskaya/baza-lada,"Иркутская область, Ольхонский р-н. о. Ольхон, пос. Хужир, ул. Таёжная 30",Хужир,9.6,3.0,0.0,400.0,53.189389,107.345915,229.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЛАДА,ВЕЛИКОЛЕПНО,Иркутская область,1130.0,1,24
Туристическая база Солнечная,https://mirturbaz.ru/russia/irkutskaya/solnechnaya1,"Иркутская обл., Ольхонский р-н, пос. Хужир, ул. Солнечная 1",Хужир,9.6,1.0,0.0,2200.0,53.195248,107.347745,230.0,MirTurbaz,01.03.2023,ТУРИСТИЧЕСКАЯ БАЗА СОЛНЕЧНАЯ,ВЕЛИКОЛЕПНО,Иркутская область,790.0,,16
База отдыха Боярский Двор Андреевский,https://mirturbaz.ru/russia/irkutskaya/boyarskiy-dvor-andreevskiy,"Иркутская область, Ольхонский р-н. с. Сахюрта Бухта Радости",Сахюрта,9.2,1.0,0.0,650.0,53.025667,106.824533,190.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА БОЯРСКИЙ ДВОР АНДРЕЕВСКИЙ,ВЕЛИКОЛЕПНО,Иркутская область,,6,37
База отдыха Кругобайкальская,https://mirturbaz.ru/russia/irkutskaya/krugobaykalskaya,"Россия, Иркутская область, Слюдянский район, поселок Порт Байкал, ул. Горная, 33",Порт Байкал,9.2,1.0,0.0,1000.0,51.877023,104.798349,58.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА КРУГОБАЙКАЛЬСКАЯ,ВЕЛИКОЛЕПНО,Иркутская область,,4,16
Центр отдыха Байкальские дюны,https://mirturbaz.ru/russia/irkutskaya/baykalskie-dyuny,"Иркутская область, Иркутский район, бухта Академическая",,8.2,1.0,0.0,3700.0,52.262194,105.703641,97.0,MirTurbaz,01.03.2023,ЦЕНТР ОТДЫХА БАЙКАЛЬСКИЕ ДЮНЫ,ОТЛИЧНО,Иркутская область,50.0,6,29
База отдыха Зама,https://mirturbaz.ru/russia/irkutskaya/zama1,"Иркутская область, оз.Байкал, Ольхонский район, местность Зама",Зама,9.6,1.0,0.0,2000.0,53.461882,107.504917,253.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЗАМА,ВЕЛИКОЛЕПНО,Иркутская область,1500.0,4,16
База отдыха Частное Подворье,https://mirturbaz.ru/russia/irkutskaya/chastnoe-podvore,"Иркутская область, Култукский тракт, Слюдянский р-н, п. Мурино",Мурино,9.2,1.0,0.0,700.0,51.485836,104.402218,89.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЧАСТНОЕ ПОДВОРЬЕ,ВЕЛИКОЛЕПНО,Иркутская область,190.0,7,20
База отдыха Байкал,https://mirturbaz.ru/russia/irkutskaya/baykal1,"Иркутская область, Слюдянский р-н, пос. Утулик",Ангарск,8.4,1.0,0.0,700.0,51.552109,104.037854,83.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА БАЙКАЛ,ОТЛИЧНО,Иркутская область,50.0,11,43
База отдыха Жемчужина Ольхона,https://mirturbaz.ru/russia/irkutskaya/jemchujina-olhona,"Иркутская область, Ольхонский район, поселок Хужир, ул. Лесная, 25-2",Хужир,,0.0,0.0,1000.0,53.191485,107.348693,230.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЖЕМЧУЖИНА ОЛЬХОНА,,Иркутская область,1280.0,5,21
База отдыха Ковчег Байкала,https://mirturbaz.ru/russia/irkutskaya/kovcheg-baykala,"Иркутская область, Ольхонский р-н, Малое Море, бухта Базарная",Ольхонский район,,0.0,0.0,400.0,53.037082,106.761456,187.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА КОВЧЕГ БАЙКАЛА,,Иркутская область,25.0,4,27
База отдыха Маяк,https://mirturbaz.ru/russia/irkutskaya/mayak2,"Иркутская обл. пос. Большие Коты, ул. Байкальская, 63-Б",Большие Коты,,0.0,0.0,400.0,51.90476,105.074516,69.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА МАЯК,,Иркутская область,135.0,10,38
Гостевой дом Любимый,https://mirturbaz.ru/russia/buryatiya/lyubimyy,"Республика Бурятия, Баргузинский район, поселок Максимиха, улица Байкальская, 19А",Баргузин,,0.0,0.0,833.0,53.2667955718128,108.736823048401,177.0,MirTurbaz,01.03.2023,ГОСТЕВОЙ ДОМ ЛЮБИМЫЙ,,Республика Бурятия,,7,45
Отель Байкальская Резиденция,https://mirturbaz.ru/russia/buryatiya/baykalskaya-rezidenciya,"Республика Бурятия, г. Северобайкальск",Северобайкальск,,0.0,0.0,23000.0,55.589773,109.281666,432.0,MirTurbaz,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКАЯ РЕЗИДЕНЦИЯ,,Республика Бурятия,,8,45
База отдыха Золотая Антилопа,https://mirturbaz.ru/russia/irkutskaya/zolotaya-antilopa,"Иркутская область, оз. Байкал, Малое море, п. Курма",Малое море,,0.0,0.0,1500.0,53.179758,106.965364,206.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЗОЛОТАЯ АНТИЛОПА,,Иркутская область,,3,25
Турбаза Два бегемота,https://mirturbaz.ru/russia/irkutskaya/dva-begemota,"Иркутская область, Ольхонский район, c. Сахюрта",Ольхонский район,,0.0,0.0,1000.0,53.022337,106.867777,193.0,MirTurbaz,01.03.2023,ТУРБАЗА ДВА БЕГЕМОТА,,Иркутская область,,4,13
Гостиница Байкал Шале Листвянка,https://mirturbaz.ru/russia/irkutskaya/baykal-shale-listvyanka,"Иркутская область, п. Листвянка, ул. Гудина 75",Иркутский район,,0.0,0.0,2317.0,51.850852,104.882317,64.0,MirTurbaz,01.03.2023,ГОСТИНИЦА БАЙКАЛ ШАЛЕ ЛИСТВЯНКА,,Иркутская область,790.0,1,10
База отдыха Первая экспедиция,https://mirturbaz.ru/russia/irkutskaya/pervaya-ekspediciya,"Иркутская область, Ольхонский район, о. Ольхон",Ольхонский район,,0.0,0.0,1600.0,53.194273,107.342765,230.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ПЕРВАЯ ЭКСПЕДИЦИЯ,,Иркутская область,,1,14
База отдыха Эльдорадо,https://mirturbaz.ru/russia/irkutskaya/eldorado1,"Иркутская область, п. Сахюрта, ул. Базарская, д. 7",Сахюрта,,0.0,0.0,1500.0,53.015311,106.883694,193.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЭЛЬДОРАДО,,Иркутская область,,3,27
База отдыха Ольхон Парк,https://mirturbaz.ru/russia/irkutskaya/olhon-park,"Иркутская область, остров Ольхон, 4 км от п. Хужир",Ольхонский район,,0.0,0.0,2500.0,53.215348,107.399034,234.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ОЛЬХОН ПАРК,,Иркутская область,450.0,4,26
База отдыха Станица,https://mirturbaz.ru/russia/irkutskaya/stanica,"Иркутская область, п. Большое Голоустное, ул. Пименова, д. 1",Большое Голоустное,,0.0,0.0,1800.0,52.03913,105.415258,82.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА СТАНИЦА,,Иркутская область,,5,37
Кемпинг Фактория,https://mirturbaz.ru/russia/irkutskaya/faktoriya,"Иркутская област, Иркутский район, п. Большое Голоустное, ул. Пименова 5",Большое Голоустное,,0.0,0.0,800.0,52.039211,105.414565,82.0,MirTurbaz,01.03.2023,КЕМПИНГ ФАКТОРИЯ,,Иркутская область,,4,19
База отдыха Звезда,https://mirturbaz.ru/russia/irkutskaya/zvezda1,"Иркутская область, Ольхонский р-н, залив Хужир-Нугэ",Ольхонский район,,0.0,0.0,1400.0,53.073448,106.81001,192.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЗВЕЗДА,,Иркутская область,170.0,4,12
База отдыха Дыхание Байкала,https://mirturbaz.ru/russia/irkutskaya/dyhanie-baykala,"Иркутская область, п. Сахюрта",Сахюрта,,0.0,0.0,2200.0,53.022204,106.875485,193.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ДЫХАНИЕ БАЙКАЛА,,Иркутская область,,1,13
Усадьба Домашняя,https://mirturbaz.ru/russia/irkutskaya/domashnyaya1,"Иркутская область, п. Большое Голоустное, ул. Новая 47",Большое Голоустное,,0.0,0.0,1750.0,52.031676,105.409104,82.0,MirTurbaz,01.03.2023,УСАДЬБА ДОМАШНЯЯ,,Иркутская область,,6,18
Усадьба Валентины,https://mirturbaz.ru/russia/irkutskaya/valentiny,"Иркутская область, п. Хужир, ул. Совхозная, 4",Хужир,,0.0,0.0,1800.0,53.191896,107.335864,229.0,MirTurbaz,01.03.2023,УСАДЬБА ВАЛЕНТИНЫ,,Иркутская область,,3,13
База отдыха Как Дома,https://mirturbaz.ru/russia/irkutskaya/kak-doma,"Иркутская область, п. Хужир, ул. Солнечная 3",Хужир,,0.0,0.0,1000.0,53.194102,107.346819,230.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА КАК ДОМА,,Иркутская область,,5,30
Гостиничный комплекс Горячинск,https://mirturbaz.ru/russia/buryatiya/goryachinsk1,"Республика Бурятия, с. Горячинск, ул. Придорожная 2а",Горячинск,,0.0,0.0,1000.0,52.987347,108.303578,137.0,MirTurbaz,01.03.2023,ГОСТИНИЧНЫЙ КОМПЛЕКС ГОРЯЧИНСК,,Республика Бурятия,,3,10
База отдыха Култушная,https://mirturbaz.ru/russia/buryatiya/kultushnaya,"Республика Бурятия, Кабанский район, ст. Култушная",,,0.0,0.0,1600.0,51.90173,106.12314,101.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА КУЛТУШНАЯ,,Республика Бурятия,220.0,3,17
Шале У Иваныча,https://mirturbaz.ru/russia/irkutskaya/u-ivanycha,"Иркутская область, Иркутский район, п. Листвянка, ул. Куликова 102б",Иркутский район,,0.0,0.0,6500.0,51.86451,104.868443,62.0,MirTurbaz,01.03.2023,ШАЛЕ У ИВАНЫЧА,,Иркутская область,1130.0,1,19
База отдыха Караванка,https://mirturbaz.ru/russia/irkutskaya/karavanka,"Иркутская область, Ольхонский район, п. Хужир, ул. Береговая 16",Ольхонский район,,0.0,0.0,1500.0,53.184452,107.319427,228.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА КАРАВАНКА,,Иркутская область,,3,31
База отдыха Жемчужина,https://mirturbaz.ru/russia/buryatiya/jemchujina3,"Республика Бурятия, Кабанский район, п. Танхой",,,0.0,0.0,3600.0,51.564263,105.147126,171.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЖЕМЧУЖИНА,,Республика Бурятия,170.0,1,9
База отдыха Зенит,https://mirturbaz.ru/russia/buryatiya/zenit1,"Республика Бурятия, Кабанский район, ст. Байкальский прибой",,,0.0,0.0,1050.0,51.930742,106.189051,96.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЗЕНИТ,,Республика Бурятия,90.0,15,7
База отдыха Энхалук,https://mirturbaz.ru/russia/buryatiya/enhaluk,"Республика Бурятия, Кабанский район, п. Новый Энхалук, ул. Лесная 44",Кабанский район,,0.0,0.0,2000.0,52.485338,106.97141,84.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЭНХАЛУК,,Республика Бурятия,265.0,8,33
Турбаза Далай,https://mirturbaz.ru/russia/buryatiya/dalay2,"Республика Бурятия, Баргузинский район,село Максимиха",Баргузинский район,,0.0,0.0,1000.0,53.264836,108.7458,177.0,MirTurbaz,01.03.2023,ТУРБАЗА ДАЛАЙ,,Республика Бурятия,485.0,11,40
Гостевой дом Рыжая Сова,https://mirturbaz.ru/russia/irkutskaya/ryjaya-sova,"Иркутская область, Слюдянский район, поселок Мангутай",Слюдянка,9.8,4.0,0.0,750.0,51.60011,103.90627,81.0,MirTurbaz,01.03.2023,ГОСТЕВОЙ ДОМ РЫЖАЯ СОВА,ВЕЛИКОЛЕПНО,Иркутская область,760.0,5,34
Гостевой дом Малина,https://mirturbaz.ru/russia/irkutskaya/malina3,"Иркутская область, Иркутский район, поселок Листвянка, улица Горького, дом 1А",Иркутский район,,0.0,0.0,4000.0,51.864138,104.845864,61.0,MirTurbaz,01.03.2023,ГОСТЕВОЙ ДОМ МАЛИНА,,Иркутская область,45.0,8,28
База отдыха Сима,https://mirturbaz.ru/russia/irkutskaya/sima2,"Иркутская область, Иркутский район, поселок Листвянка, улица Партизанская, дом 21",Иркутский район,,0.0,0.0,1200.0,51.843401,104.886843,64.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА СИМА,,Иркутская область,255.0,4,16
База отдыха Лесная,https://mirturbaz.ru/russia/irkutskaya/lesnaya5,"Иркутская область, Ольхонский район, остров Ольхон, деревня Харанцы, улица Ключевская, дом 10",Ольхонский район,,0.0,0.0,1600.0,53.217797,107.428114,236.0,MirTurbaz,01.03.2023,БАЗА ОТДЫХА ЛЕСНАЯ,,Иркутская область,1670.0,2,22
