name,url,address,local,rating,reviews_count,stars,price,latitude,longitude,distance_to_local,source,date_updated,name_upper,rating_text,region_name,distance_to_shore,count_rooms,count_photo
Апартаменты Байкальская Жемчужина Ленинградский проспект 4,https://101hotels.com/main/cities/severobaykalsk/baikalskaya_zhemchuzhinka_leningradskiy_prospekt_4.html,"Северобайкальск, Ленинградский пр-т, д. 4, кв. 96, эт. 1",Северобайкальск,9.1,0.0,0.0,3200.0,55.634989,109.338678,1700.0,101Hotels,01.03.2023,АПАРТАМЕНТЫ БАЙКАЛЬСКАЯ ЖЕМЧУЖИНА ЛЕНИНГРАДСКИЙ ПРОСПЕКТ 4,ВЕЛИКОЛЕПНО,,300600.0,1,10
Гостиница Драган,https://101hotels.com/main/cities/goryachinsk/gostinnitsa_dragan.html,"Горячинск, ул. Октябрьская, д. 17",Горячинск,10.0,1.0,0.0,2900.0,52.98621,108.30459,300.0,101Hotels,01.03.2023,ГОСТИНИЦА ДРАГАН,ВЕЛИКОЛЕПНО,,1600.0,8,6
Гостиница Тихая Гавань,https://101hotels.com/main/cities/slyudyanka/tihaya_gavan_6.html,"Слюдянка, ул. 40 лет Октября, д. 56",Слюдянка,6.8,15.0,3.0,2000.0,51.65654,103.72987,1900.0,101Hotels,01.03.2023,ГОСТИНИЦА ТИХАЯ ГАВАНЬ,ХОРОШО,,221.0,12,1
Апартаменты в Изумрудном,https://101hotels.com/main/cities/severobaykalsk/apartamenti_v_izumrudnom.html,"Северобайкальск, 15 улица Полиграфистов 3 этаж",Северобайкальск,,0.0,0.0,2925.0,55.63669,109.33917,1800.0,101Hotels,01.03.2023,АПАРТАМЕНТЫ В ИЗУМРУДНОМ,,,,1,10
Слюдяная 6а,https://101hotels.com/main/cities/slyudyanka/hostel_sludinaya_6a.html,"Слюдянка, ул. Слюдяная, д. 6a",Слюдянка,7.0,26.0,0.0,500.0,51.64094,103.70173,2400.0,101Hotels,01.03.2023,СЛЮДЯНАЯ 6А,ОЧЕНЬ ХОРОШО,,2700.0,2,4
Комфортная 1 комнатная квартира на Байкале,https://101hotels.com/main/cities/slyudyanka/komfortnaya_1_komnatnaya_kvartira_na_baykale.html,"Слюдянка, Березовый переулок, 7",Слюдянка,8.1,5.0,0.0,1600.0,51.67798,103.68329,2200.0,101Hotels,01.03.2023,КОМФОРТНАЯ 1 КОМНАТНАЯ КВАРТИРА НА БАЙКАЛЕ,ОТЛИЧНО,,,1,28
Дом у Байкала,https://101hotels.com/main/cities/severobaykalsk/dom_u_baykala_1.html,"Северобайкальск, Родниковый 6Б",Северобайкальск,,0.0,0.0,2300.0,55.62194,109.33892,1600.0,101Hotels,01.03.2023,ДОМ У БАЙКАЛА,,,,1,4
Парк-Отель Первая Экспедиция,https://101hotels.com/main/cities/huzhir/baza_otdiha_pervaya_ekspeditsiya.html,"Иркутская обл., Ольхонский р-н, о. Ольхон, местность Рыбхоз",Хужир,9.4,8.0,0.0,2300.0,53.21627001260663,107.396,4400.0,101Hotels,01.03.2023,ПАРК-ОТЕЛЬ ПЕРВАЯ ЭКСПЕДИЦИЯ,ВЕЛИКОЛЕПНО,,29400.0,24,3
Уютная 2-х комнатная квартира на Байкале,https://101hotels.com/main/cities/slyudyanka/uyutnaya_2-h_komnatnaya_kvartira_na_baykale.html,"Слюдянка, 1 Амбулаторная улица",Слюдянка,8.9,16.0,0.0,2210.0,51.67104,103.68308,1700.0,101Hotels,01.03.2023,УЮТНАЯ 2-Х КОМНАТНАЯ КВАРТИРА НА БАЙКАЛЕ,ОТЛИЧНО,,,1,18
Радуга,https://101hotels.com/main/cities/severobaykalsk/raduga_4.html,"Северобайкальск, Мира, 42Б",Северобайкальск,9.1,16.0,0.0,1000.0,55.64237,109.33424,2000.0,101Hotels,01.03.2023,РАДУГА,ВЕЛИКОЛЕПНО,,,1,28
Отель White Carriage Inn,https://101hotels.com/main/cities/goryachinsk/white_carriage_inn.html,"Горячинск, ул. Пионерская, д. 27",Горячинск,9.4,5.0,0.0,5500.0,52.98696,108.29721,200.0,101Hotels,01.03.2023,ОТЕЛЬ WHITE CARRIAGE INN,ВЕЛИКОЛЕПНО,,1000.0,28,24
Яхта Пиранья,https://101hotels.com/main/cities/goryachinsk/yahta_piranya.html,"Турка, ул. Рейдовая, д. 18",Горячинск,,0.0,0.0,20000.0,52.94312,108.22081,7100.0,101Hotels,01.03.2023,ЯХТА ПИРАНЬЯ,,,503.0,2,7
Отель Ски-Лет,https://101hotels.com/main/cities/baikalsk/ski-let_otel.html,"Байкальск, Гагарина, д. 218",Байкальск,8.9,9.0,0.0,7000.0,51.524028,104.14554,1600.0,101Hotels,01.03.2023,ОТЕЛЬ СКИ-ЛЕТ,ОТЛИЧНО,,434.0,2,32
Гостиница Вилла Малина,https://101hotels.com/main/cities/huzhir/otel_villa_malina.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Ворошилова, д. 33",Хужир,9.3,109.0,4.0,14000.0,53.201089,107.35083,1000.0,101Hotels,01.03.2023,ГОСТИНИЦА ВИЛЛА МАЛИНА,ВЕЛИКОЛЕПНО,,28000.0,45,202
Парк-Отель Хамар Дабан,https://101hotels.com/main/cities/baikalsk/park-otel_hamar_daban.html,"Байкальск, трасса Р-258 Иркутск-Чита 144км.",Байкальск,8.7,68.0,0.0,3000.0,51.518924,104.10965,1800.0,101Hotels,01.03.2023,ПАРК-ОТЕЛЬ ХАМАР ДАБАН,ОТЛИЧНО,,960.0,8,29
Отель Восточная ферма,https://101hotels.com/main/cities/buguldeyka/vostochnaya_ferma.html,"Бугульдейка, ул. Набережная, д. 16",Бугульдейка,10.0,1.0,0.0,2000.0,52.547277,106.066834,1200.0,101Hotels,01.03.2023,ОТЕЛЬ ВОСТОЧНАЯ ФЕРМА,ВЕЛИКОЛЕПНО,,,1,49
Мини-отель Домино,https://101hotels.com/main/cities/baikalsk/mini_gostinitsa_domino.html,"Солзан, ул. Горная, д. 22",Байкальск,,0.0,0.0,2900.0,51.495809497308,104.2226,6500.0,101Hotels,01.03.2023,МИНИ-ОТЕЛЬ ДОМИНО,,,800.0,2,69
Отель Байкальский,https://101hotels.com/main/cities/huzhir/hotel_baikalsky.html,"Хужир, Olkhonskaya, 10",Хужир,9.6,187.0,0.0,7000.0,53.19515,107.35739,1000.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКИЙ,ВЕЛИКОЛЕПНО,,27300.0,22,85
Хостел Ice,https://101hotels.com/main/cities/baikalsk/ice.html,"Байкальск, ул. Железнодорожная, д. 12",Байкальск,9.3,33.0,0.0,550.0,51.519615663851,104.13586,900.0,101Hotels,01.03.2023,ХОСТЕЛ ICE,ВЕЛИКОЛЕПНО,,750.0,13,57
Дом на Байкале,https://101hotels.com/main/cities/buguldeyka/dom_na_baykale_1.html,"Бугульдейка, Комарова 14",Бугульдейка,,0.0,0.0,1125.0,52.55689,106.07435,0.0,101Hotels,01.03.2023,ДОМ НА БАЙКАЛЕ,,,,1,4
Отель Легенда Байкала,https://101hotels.com/main/cities/leestvyanka/otel_legenda_baykala.html,"Листвянка, ул. Исток Ангары, д. 11",Листвянка,8.7,120.0,0.0,350.0,51.872861,104.82855,3600.0,101Hotels,01.03.2023,ОТЕЛЬ ЛЕГЕНДА БАЙКАЛА,ОТЛИЧНО,,38.0,35,49
Отель Star of Baikal,https://101hotels.com/main/cities/huzhir/star_of_baikal.html,"Хужир, Pereulok Gornyy 2",Хужир,9.6,37.0,0.0,7000.0,53.1957,107.33588,500.0,101Hotels,01.03.2023,ОТЕЛЬ STAR OF BAIKAL,ВЕЛИКОЛЕПНО,,298.0,10,48
Дом для отпуска на Комсомольской 13-2,https://101hotels.com/main/cities/baikalsk/house_on_komsomolskaya_13-2.html,"Байкальск, ул. Комсомольская, д. 13-2",Байкальск,9.3,1.0,0.0,5120.0,51.52528,104.13873,1500.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА НА КОМСОМОЛЬСКОЙ 13-2,ВЕЛИКОЛЕПНО,,193.0,1,26
Отель Дом Творчества Байкал,https://101hotels.com/main/cities/leestvyanka/otel_dom_tvorchestva_baykal.html,"Листвянка, 64 км. Байкальского тракта",Листвянка,9.3,6.0,0.0,3200.0,51.888094,104.83229,4500.0,101Hotels,01.03.2023,ОТЕЛЬ ДОМ ТВОРЧЕСТВА БАЙКАЛ,ВЕЛИКОЛЕПНО,,221.0,43,57
Уютный дом,https://101hotels.com/main/cities/goryachinsk/uyutniy_dom_6.html,"Горячинск, Дачная, 9",Горячинск,10.0,7.0,0.0,4400.0,52.98648,108.31255,800.0,101Hotels,01.03.2023,УЮТНЫЙ ДОМ,ВЕЛИКОЛЕПНО,,2000.0,1,24
Дом для отпуска В Байкальске,https://101hotels.com/main/cities/baikalsk/dom_dlya_otpuska_v_baykalske.html,"Байкальск, ул. Восточная, д. 5",Байкальск,9.4,1.0,0.0,4230.0,51.51523,104.15399,1500.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА В БАЙКАЛЬСКЕ,ВЕЛИКОЛЕПНО,,1400.0,1,11
Дом для отпуска на Берёзовом,https://101hotels.com/main/cities/baikalsk/dom_dlya_otpuska_na_beryozovom.html,"Байкальск, Берёзовый пер., д. 15",Байкальск,10.0,1.0,0.0,3000.0,51.52432,104.13853,1400.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА НА БЕРЁЗОВОМ,ВЕЛИКОЛЕПНО,,300.0,1,8
Гостевые комнаты Сарма Байкал,https://101hotels.com/main/cities/sarma/gostevie_komnati_sarma_baykal.html,"Сарма, Веселая, 4",Сарма,6.4,5.0,0.0,500.0,53.0672,106.79499,4500.0,101Hotels,01.03.2023,ГОСТЕВЫЕ КОМНАТЫ САРМА БАЙКАЛ,ХОРОШО,,,4,23
Отель Гостиный Двор,https://101hotels.com/main/cities/huzhir/gostiniy_dvor_4.html,"Хужир, ул. Северная",Хужир,10.0,1.0,0.0,6500.0,53.19539,107.35498,800.0,101Hotels,01.03.2023,ОТЕЛЬ ГОСТИНЫЙ ДВОР,ВЕЛИКОЛЕПНО,,27300.0,52,3
Гостиница Байкальская гавань,https://101hotels.com/main/cities/goryachinsk/gostinitsa_baykalskaya_gavan.html,"Бурятия, Прибайкальский р-н, с. Турка, д. 3",Горячинск,,0.0,0.0,6400.0,52.93161351712829,108.221,8000.0,101Hotels,01.03.2023,ГОСТИНИЦА БАЙКАЛЬСКАЯ ГАВАНЬ,,,621.0,9,6
Апартаменты Аленка,https://101hotels.com/main/cities/huzhir/gostevoi_dom_alionka.html,"Хужир, ул. Кирпичная, д. 12",Хужир,9.4,13.0,0.0,9975.0,53.198451,107.342361,500.0,101Hotels,01.03.2023,АПАРТАМЕНТЫ АЛЕНКА,ВЕЛИКОЛЕПНО,,27800.0,1,51
Отель Мельница,https://101hotels.com/main/cities/baikalsk/otel_melnitsa_2.html,"Байкальск, мкр. Красный Ключ, д. 9",Байкальск,8.9,134.0,0.0,2800.0,51.515064,104.122835,700.0,101Hotels,01.03.2023,ОТЕЛЬ МЕЛЬНИЦА,ОТЛИЧНО,,1200.0,9,109
База отдыха Берег Байкала,https://101hotels.com/main/cities/sarma/baza_otdiha_bereg_baykala.html,"Сарма, Иркутская область, Ольхонский район, местность Хужир-нугэ",Сарма,9.1,5.0,0.0,,53.08745,106.80195,2600.0,101Hotels,01.03.2023,БАЗА ОТДЫХА БЕРЕГ БАЙКАЛА,ВЕЛИКОЛЕПНО,,,1,36
Апартаменты Байкальский Покой,https://101hotels.com/main/cities/leestvyanka/apartament_baykalskiy_pokoy.html,"Листвянка, Улица Академическая 2",Листвянка,9.1,10.0,0.0,,51.86838,104.83327,3100.0,101Hotels,01.03.2023,АПАРТАМЕНТЫ БАЙКАЛЬСКИЙ ПОКОЙ,ВЕЛИКОЛЕПНО,,200.0,1,66
Отель Шигиных,https://101hotels.com/main/cities/huzhir/usadba_shiginih.html,"Хужир, Улица Таежная 38",Хужир,9.4,81.0,0.0,3200.0,53.18936,107.34954,600.0,101Hotels,01.03.2023,ОТЕЛЬ ШИГИНЫХ,ВЕЛИКОЛЕПНО,,26700.0,11,10
Большой дом в центре Сармы,https://101hotels.com/main/cities/sarma/bolshoy_dom_v_tsentre_sarmi.html,"Сарма, Менделеева, 2",Сарма,8.3,4.0,0.0,3500.0,53.1014,106.83394,100.0,101Hotels,01.03.2023,БОЛЬШОЙ ДОМ В ЦЕНТРЕ САРМЫ,ОТЛИЧНО,,,1,11
Уютный двор,https://101hotels.com/main/cities/baikalsk/uyutniy_dvor.html,"Байкальск, Федеральная дорога м 55 Иркутск-Чита 146 км",Байкальск,8.1,131.0,4.0,3000.0,51.51566,104.13683,500.0,101Hotels,01.03.2023,УЮТНЫЙ ДВОР,ОТЛИЧНО,,,8,57
В Сарме на Веселой,https://101hotels.com/main/cities/sarma/dom_na_baykale_3.html,"Сарма, Веселая 10 Дом",Сарма,8.5,7.0,0.0,500.0,53.36066,107.03768,32000.0,101Hotels,01.03.2023,В САРМЕ НА ВЕСЕЛОЙ,ОТЛИЧНО,,,1,10
Отель Бодрый Медведь,https://101hotels.com/main/cities/leestvyanka/gostevoy_dom_bodriy_medved.html,"Листвянка, ул. Гудина, д. 43",Листвянка,9.4,22.0,0.0,9000.0,51.848021,104.8794,1100.0,101Hotels,01.03.2023,ОТЕЛЬ БОДРЫЙ МЕДВЕДЬ,ВЕЛИКОЛЕПНО,,40.0,13,41
Отель B&B Гости,https://101hotels.com/main/cities/huzhir/bb_gosti.html,"Хужир, ул. Нагорная, д. 15A",Хужир,9.1,159.0,0.0,,53.195026,107.336648,400.0,101Hotels,01.03.2023,ОТЕЛЬ B&B ГОСТИ,ВЕЛИКОЛЕПНО,,27400.0,14,61
Отель Байкал - Дар,https://101hotels.com/main/cities/shida/baykal_-_dar.html,"Иркутская обл., Ольхонский р-н, п. Шида",Шида,9.6,11.0,3.0,6500.0,53.06751259191239,106.774,1200.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛ - ДАР,ВЕЛИКОЛЕПНО,,850.0,10,4
Уединённый домик на Байкале в Сарме,https://101hotels.com/main/cities/sarma/uedinyonniy_domik_na_baykale_v_sarme.html,"Сарма, Деревня Сарма, улица Рыборазводная, 8",Сарма,7.8,4.0,0.0,3500.0,53.09978,106.84309,600.0,101Hotels,01.03.2023,УЕДИНЁННЫЙ ДОМИК НА БАЙКАЛЕ В САРМЕ,ОЧЕНЬ ХОРОШО,,,1,30
Отель Бриз,https://101hotels.com/main/cities/leestvyanka/otel_briz.html,"Листвянка, ул. Гудина, д. 71",Листвянка,9.4,23.0,0.0,3000.0,51.851392,104.882958,900.0,101Hotels,01.03.2023,ОТЕЛЬ БРИЗ,ВЕЛИКОЛЕПНО,,845.0,16,23
Отель Порт Ольхон,https://101hotels.com/main/cities/huzhir/art_otel_port_olhon.html,"Иркутская обл., Ольхонский р-н, п. Хужир, ул. Байкальская, д. 2",Хужир,8.3,36.0,0.0,12000.0,53.193143,107.332004,700.0,101Hotels,01.03.2023,ОТЕЛЬ ПОРТ ОЛЬХОН,ОТЛИЧНО,,27300.0,48,10
Flat For Rent,https://101hotels.com/main/cities/baikalsk/flat_for_rent.html,"Байкальск, Zheleznodorozhnaya 5 12",Байкальск,9.4,36.0,0.0,1000.0,51.51968,104.13831,1000.0,101Hotels,01.03.2023,FLAT FOR RENT,ВЕЛИКОЛЕПНО,,,3,21
Гостиничный комплекс Эдем,https://101hotels.com/main/cities/leestvyanka/gostinichniy_kompleks_edem.html,"Листвянка, ул. Чапаева, д. 98",Листвянка,8.9,4.0,0.0,6500.0,51.85503653419405,104.873,300.0,101Hotels,01.03.2023,ГОСТИНИЧНЫЙ КОМПЛЕКС ЭДЕМ,ОТЛИЧНО,,595.0,6,51
Мини-отель Северные склоны,https://101hotels.com/main/cities/baikalsk/severnie_sklony_guest_house.html,"Байкальск, ул. Речная, д. 11",Байкальск,8.5,95.0,0.0,,51.52122,104.14017,1200.0,101Hotels,01.03.2023,МИНИ-ОТЕЛЬ СЕВЕРНЫЕ СКЛОНЫ,ОТЛИЧНО,,584.0,16,19
Гостиница Девятый Вал,https://101hotels.com/main/cities/leestvyanka/gostevoy_dom_devyatiy_val.html,"Листвянка, ул. Чапаева, д. 24",Листвянка,8.9,6.0,0.0,,51.852234,104.871791,600.0,101Hotels,01.03.2023,ГОСТИНИЦА ДЕВЯТЫЙ ВАЛ,ОТЛИЧНО,,338.0,12,19
Guest House on Naberezhnaya st,https://101hotels.com/main/cities/baikalsk/guest_house_on_naberezhnaya_st.html,"Байкальск, Naberezhnaya, 36",Байкальск,,0.0,0.0,17250.0,51.52551,104.1401,1600.0,101Hotels,01.03.2023,GUEST HOUSE ON NABEREZHNAYA ST,,,,1,23
Вилла Байкальская история,https://101hotels.com/main/cities/leestvyanka/villa_baikal_story.html,"Листвянка, ул. Куликова, д. 98г",Листвянка,10.0,4.0,0.0,50000.0,51.86391545348462,104.866,900.0,101Hotels,01.03.2023,ВИЛЛА БАЙКАЛЬСКАЯ ИСТОРИЯ,ВЕЛИКОЛЕПНО,,980.0,1,30
Дом для отпуска Комсомольская 12а,https://101hotels.com/main/cities/baikalsk/dom_komsomolskaya_12a.html,"Байкальск, ул. Комсомольская, д. 12а",Байкальск,9.4,6.0,0.0,6100.0,51.5253,104.13838,1500.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА КОМСОМОЛЬСКАЯ 12А,ВЕЛИКОЛЕПНО,,194.0,1,12
Отель Байкал 21,https://101hotels.com/main/cities/patroni/gostinitsa_baykal21.html,"Патроны, Байкальский тракт, 21 км",Патроны,9.4,24.0,4.0,5000.0,52.18713,104.50942,4500.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛ 21,ВЕЛИКОЛЕПНО,,38700.0,27,23
Байкал Park,https://101hotels.com/main/cities/maksimiha/baykal_park.html,"Максимиха, Опытная, 1",Максимиха,,0.0,1.0,3200.0,53.25716,108.72332,1300.0,101Hotels,01.03.2023,БАЙКАЛ PARK,,,,8,115
Отель Байкал Номад,https://101hotels.com/main/cities/huzhir/baikal_nomad.html,"Хужир, ул. Байкальская, д. 91",Хужир,8.1,4.0,0.0,1300.0,53.19703,107.36089,1300.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛ НОМАД,ОТЛИЧНО,,,10,14
Апартаменты На Гагарина,https://101hotels.com/main/cities/baikalsk/apartamenti_na_gagarina_4.html,"Байкальск, мкр Гагарина 187",Байкальск,7.6,14.0,0.0,3000.0,51.51687,104.14826,1200.0,101Hotels,01.03.2023,АПАРТАМЕНТЫ НА ГАГАРИНА,ОЧЕНЬ ХОРОШО,,,1,10
Мини-отель Прибой,https://101hotels.com/main/cities/leestvyanka/gostinitsa_priboy_1.html,"Листвянка, ул. Горького, д. 101",Листвянка,9.3,122.0,0.0,,51.84567,104.87509,1300.0,101Hotels,01.03.2023,МИНИ-ОТЕЛЬ ПРИБОЙ,ВЕЛИКОЛЕПНО,,39.0,11,132
Мини-отель Виктория,https://101hotels.com/main/cities/huzhir/mini-hotel_viktoria.html,"Хужир, Матросова, дом 6",Хужир,7.6,0.0,0.0,4800.0,53.19391,107.34388,100.0,101Hotels,01.03.2023,МИНИ-ОТЕЛЬ ВИКТОРИЯ,ОЧЕНЬ ХОРОШО,,,8,36
Baikalsun,https://101hotels.com/main/cities/maksimiha/baikalsun.html,"Максимиха, Гагарина 19",Максимиха,8.9,5.0,0.0,5000.0,53.26399,108.72697,900.0,101Hotels,01.03.2023,BAIKALSUN,ОТЛИЧНО,,,6,23
Отель У озера,https://101hotels.com/main/cities/leestvyanka/otel_u_ozera.html,"Листвянка, Улица Суворова 2",Листвянка,9.6,91.0,0.0,6000.0,51.86433,104.84486,2100.0,101Hotels,01.03.2023,ОТЕЛЬ У ОЗЕРА,ВЕЛИКОЛЕПНО,,131.0,9,97
"Отель На Таежной, 16",https://101hotels.com/main/cities/huzhir/bb_on_tayozhnaya_16.html,"Хужир, ул. Таежная, д. 16",Хужир,9.8,1.0,0.0,1500.0,53.18931,107.34411,500.0,101Hotels,01.03.2023,"ОТЕЛЬ НА ТАЕЖНОЙ, 16",ВЕЛИКОЛЕПНО,,,6,7
Отель Байкальская нерпа,https://101hotels.com/main/cities/maksimiha/baykalsaya_nerpa.html,"Максимиха, ул. Спортивная, д. 24",Максимиха,7.4,2.0,0.0,,53.264007,108.74323,200.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛЬСКАЯ НЕРПА,ОЧЕНЬ ХОРОШО,,42100.0,10,23
Курортный отель Листвянка,https://101hotels.com/main/cities/leestvyanka/shale_listvyanka.html,"Листвянка, Улица Гудина 75",Листвянка,9.4,8.0,0.0,2700.0,51.85078,104.88226,900.0,101Hotels,01.03.2023,КУРОРТНЫЙ ОТЕЛЬ ЛИСТВЯНКА,ВЕЛИКОЛЕПНО,,68.0,13,10
Хостел Белка,https://101hotels.com/main/cities/leestvyanka/hostel_belka.html,"Листвянка, ул. Чапаева, д. 77а",Листвянка,9.3,393.0,0.0,800.0,51.859815,104.87673,300.0,101Hotels,01.03.2023,ХОСТЕЛ БЕЛКА,ВЕЛИКОЛЕПНО,,1200.0,5,55
Отель Натали,https://101hotels.com/main/cities/leestvyanka/otel_natali.html,"Листвянка, Улица Чапаева 91",Листвянка,9.4,107.0,2.0,2900.0,51.86092,104.87746,500.0,101Hotels,01.03.2023,ОТЕЛЬ НАТАЛИ,ВЕЛИКОЛЕПНО,,1000.0,14,78
Отель Никола,https://101hotels.com/main/cities/leestvyanka/nikola_otel.html,"Листвянка, ул. Нагорная, д. 43а",Листвянка,9.3,3.0,0.0,2000.0,51.896807,104.82905,5400.0,101Hotels,01.03.2023,ОТЕЛЬ НИКОЛА,ВЕЛИКОЛЕПНО,,2900.0,8,64
Отель Шаманка,https://101hotels.com/main/cities/huzhir/shamanka.html,"Хужир, Voroshilova, 25/2",Хужир,9.6,145.0,0.0,6500.0,53.19962,107.35343,1000.0,101Hotels,01.03.2023,ОТЕЛЬ ШАМАНКА,ВЕЛИКОЛЕПНО,,27800.0,12,26
Отель Cозвездие Байкала,https://101hotels.com/main/cities/leestvyanka/cozvezdie_baykala.html,"Иркутский р-н, п. Листвянка, ул. Партизанская, д. 14",Листвянка,9.4,113.0,2.0,4490.0,51.8440852118514,104.8873,1700.0,101Hotels,01.03.2023,ОТЕЛЬ CОЗВЕЗДИЕ БАЙКАЛА,ВЕЛИКОЛЕПНО,,213.0,22,15
Отель Байкал Хан Листвянка,https://101hotels.com/main/cities/leestvyanka/baykal_han_listvyanka.html,"Иркутская обл., Иркутский р-н, п. Листвянка, ул. Гудина, д. 22",Листвянка,9.4,175.0,0.0,,51.846183,104.878426,1300.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛ ХАН ЛИСТВЯНКА,ВЕЛИКОЛЕПНО,,24.0,18,28
Обитаемый Остров,https://101hotels.com/main/cities/leestvyanka/obitaemiy_ostrov.html,"Листвянка, улица Куликова, дом 94",Листвянка,9.3,12.0,0.0,1200.0,51.859298148460205,104.86,1000.0,101Hotels,01.03.2023,ОБИТАЕМЫЙ ОСТРОВ,ВЕЛИКОЛЕПНО,,292.0,10,93
Отель Волна плюс,https://101hotels.com/main/cities/huzhir/volna_plus_hotel.html,"Хужир, ул. Байкальская, д. 45",Хужир,,0.0,0.0,,53.19377,107.34418,100.0,101Hotels,01.03.2023,ОТЕЛЬ ВОЛНА ПЛЮС,,,,8,28
Отель Домики туриста,https://101hotels.com/main/cities/leestvyanka/semeynaya_gostinitsa_domiki_turista.html,"Листвянка, ул.Куликова, 57",Листвянка,9.8,9.0,0.0,,51.8619,104.86455,800.0,101Hotels,01.03.2023,ОТЕЛЬ ДОМИКИ ТУРИСТА,ВЕЛИКОЛЕПНО,,638.0,1,18
Отель Арабеска,https://101hotels.com/main/cities/leestvyanka/arabeska.html,"Листвянка, Академическая,15",Листвянка,8.9,42.0,0.0,2000.0,51.8764,104.84182,3100.0,101Hotels,01.03.2023,ОТЕЛЬ АРАБЕСКА,ОТЛИЧНО,,1300.0,10,48
Отель Артский,https://101hotels.com/main/cities/leestvyanka/argo_6.html,"Листвянка, улица Горная 1",Листвянка,8.1,75.0,0.0,2200.0,51.85746,104.85914,1000.0,101Hotels,01.03.2023,ОТЕЛЬ АРТСКИЙ,ОТЛИЧНО,,31.0,18,39
Теплый стан,https://101hotels.com/main/cities/leestvyanka/tepliy_stan.html,"Листвянка, Куликова 52А",Листвянка,9.3,10.0,0.0,,51.86072,104.86392,800.0,101Hotels,01.03.2023,ТЕПЛЫЙ СТАН,ВЕЛИКОЛЕПНО,,518.0,6,42
Дом для отпуска Восторг,https://101hotels.com/main/cities/leestvyanka/holiday_home_vostorg.html,"Иркутская обл., Иркутский р-н, п. Листвянка, ул. Октябрьская, д. 15a",Листвянка,8.5,5.0,0.0,,51.886145341858224,104.82,4900.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА ВОСТОРГ,ОТЛИЧНО,,1600.0,1,27
Дом для отпуска Семейный дом,https://101hotels.com/main/cities/leestvyanka/domik_dlya_semi.html,"Листвянка, ул. Гудина, д. 86б",Листвянка,9.6,9.0,0.0,4000.0,51.8498348,104.8824225,1000.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА СЕМЕЙНЫЙ ДОМ,ВЕЛИКОЛЕПНО,,10.0,2,28
Дом для отпуска Дом на Байкале,https://101hotels.com/main/cities/leestvyanka/dom_na_baykale.html,"Листвянка, ул. Куликова, д. 57",Листвянка,8.7,1.0,0.0,,51.861898,104.8645473,800.0,101Hotels,01.03.2023,ДОМ ДЛЯ ОТПУСКА ДОМ НА БАЙКАЛЕ,ОТЛИЧНО,,700.0,1,9
Baikal Nomad,https://101hotels.com/main/cities/huzhir/baikal_nomad_1.html,"Хужир, Байкальская 91 А",Хужир,9.6,6.0,0.0,3500.0,53.19666,107.36098,1300.0,101Hotels,01.03.2023,BAIKAL NOMAD,ВЕЛИКОЛЕПНО,,,20,26
Домик на Байкале,https://101hotels.com/main/cities/kurma/domik_na_baykale.html,"Курма, 9 мая, 11",Курма,8.9,5.0,0.0,3680.0,53.17944,106.96017,300.0,101Hotels,01.03.2023,ДОМИК НА БАЙКАЛЕ,ОТЛИЧНО,,,1,23
Хостел Байкал,https://101hotels.com/main/cities/leestvyanka/hostel_baykal.html,"Листвянка, ул. Куликова, 62г",Листвянка,8.9,29.0,0.0,700.0,51.85948,104.86486,700.0,101Hotels,01.03.2023,ХОСТЕЛ БАЙКАЛ,ОТЛИЧНО,,473.0,10,14
Guesthouse Baykalskie Zori,https://101hotels.com/main/cities/huzhir/guesthouse_baykalskie_zori.html,"Хужир, Narodnaya 22",Хужир,9.1,2.0,0.0,3000.0,53.19846,107.35973,1200.0,101Hotels,01.03.2023,GUESTHOUSE BAYKALSKIE ZORI,ВЕЛИКОЛЕПНО,,,14,38
Holiday Park on Olkhon,https://101hotels.com/main/cities/huzhir/holiday_park_on_olkhon.html,"Хужир, Lesnaya 11/2",Хужир,8.9,25.0,0.0,3600.0,53.19008,107.34188,400.0,101Hotels,01.03.2023,HOLIDAY PARK ON OLKHON,ОТЛИЧНО,,,6,20
Отель Байкал Эрси,https://101hotels.com/main/cities/leestvyanka/baykal_ersi_hotel.html,"Листвянка, ул. Чапаева, д. 65",Листвянка,9.4,123.0,0.0,5000.0,45.472438,37.734165,4809200.0,101Hotels,01.03.2023,ОТЕЛЬ БАЙКАЛ ЭРСИ,ВЕЛИКОЛЕПНО,,4890300.0,3,38
